Date,Closing Index
31-July-2014,25894.97
1-August-2014,25480.84
4-August-2014,25723.16
5-August-2014,25908.01
6-August-2014,25665.27
7-August-2014,25589.01
8-August-2014,25329.14
11-August-2014,25519.24
12-August-2014,25880.77
13-August-2014,25918.95
14-August-2014,26103.23
18-August-2014,26390.96
19-August-2014,26420.67
20-August-2014,26314.29
21-August-2014,26360.11
22-August-2014,26419.55
25-August-2014,26437.02
26-August-2014,26442.81
27-August-2014,26560.15
28-August-2014,26638.11
1-September-2014,26867.55
2-September-2014,27019.39
3-September-2014,27139.94
4-September-2014,27085.93
5-September-2014,27026.7
8-September-2014,27319.85
9-September-2014,27265.32
10-September-2014,27057.41
11-September-2014,26995.87
12-September-2014,27061.04
15-September-2014,26816.56
16-September-2014,26492.51
17-September-2014,26631.29
18-September-2014,27112.21
19-September-2014,27090.42
22-September-2014,27206.74
23-September-2014,26775.69
24-September-2014,26744.69
25-September-2014,26468.36
26-September-2014,26626.32
29-September-2014,26597.11
30-September-2014,26630.51
1-October-2014,26567.99
7-October-2014,26271.97
8-October-2014,26246.79
9-October-2014,26637.28
10-October-2014,26297.38
13-October-2014,26384.07
14-October-2014,26349.33
16-October-2014,25999.34
17-October-2014,26108.53
20-October-2014,26429.85
21-October-2014,26575.65
22-October-2014,26787.23
23-October-2014,26851.05
27-October-2014,26752.9
28-October-2014,26880.82
29-October-2014,27098.17
30-October-2014,27346.33
31-October-2014,27865.83
3-November-2014,27860.38
5-November-2014,27915.88
7-November-2014,27868.63
10-November-2014,27874.73
11-November-2014,27910.06
12-November-2014,28008.9
13-November-2014,27940.64
14-November-2014,28046.66
17-November-2014,28177.88
18-November-2014,28163.29
19-November-2014,28032.85
20-November-2014,28067.56
21-November-2014,28334.63
24-November-2014,28499.54
25-November-2014,28338.05
26-November-2014,28386.19
27-November-2014,28438.91
28-November-2014,28693.99
1-December-2014,28559.62
2-December-2014,28444.01
3-December-2014,28442.71
4-December-2014,28562.82
5-December-2014,28458.1
8-December-2014,28119.4
9-December-2014,27797.01
10-December-2014,27831.1
11-December-2014,27602.01
12-December-2014,27350.68
15-December-2014,27319.56
16-December-2014,26781.44
17-December-2014,26710.13
18-December-2014,27126.57
19-December-2014,27371.84
22-December-2014,27701.79
23-December-2014,27506.46
24-December-2014,27208.61
26-December-2014,27241.78
29-December-2014,27395.73
30-December-2014,27403.54
31-December-2014,27499.42
1-January-2015,27507.54
2-January-2015,27887.9
5-January-2015,27842.32
6-January-2015,26987.46
7-January-2015,26908.82
8-January-2015,27274.71
9-January-2015,27458.38
12-January-2015,27585.27
13-January-2015,27425.73
14-January-2015,27346.82
15-January-2015,28075.55
16-January-2015,28121.89
19-January-2015,28262.01
20-January-2015,28784.67
21-January-2015,28888.86
22-January-2015,29006.02
23-January-2015,29278.84
27-January-2015,29571.04
28-January-2015,29559.18
29-January-2015,29681.77
30-January-2015,29182.95
2-February-2015,29122.27
3-February-2015,29000.14
4-February-2015,28883.11
5-February-2015,28850.97
6-February-2015,28717.91
9-February-2015,28227.39
10-February-2015,28355.62
11-February-2015,28533.97
12-February-2015,28805.1
13-February-2015,29094.93
16-February-2015,29135.88
18-February-2015,29320.26
19-February-2015,29462.27
20-February-2015,29231.41
23-February-2015,28975.11
24-February-2015,29004.66
25-February-2015,29007.99
26-February-2015,28746.65
27-February-2015,29220.12
2-March-2015,29459.14
3-March-2015,29593.73
4-March-2015,29380.73
5-March-2015,29448.95
9-March-2015,28844.78
10-March-2015,28709.87
11-March-2015,28659.17
12-March-2015,28930.41
13-March-2015,28503.3
16-March-2015,28437.71
17-March-2015,28736.38
18-March-2015,28622.12
19-March-2015,28469.67
20-March-2015,28261.08
23-March-2015,28192.02
24-March-2015,28161.72
25-March-2015,28111.83
26-March-2015,27457.58
27-March-2015,27458.64
30-March-2015,27975.86
31-March-2015,27957.49
1-April-2015,28260.14
6-April-2015,28504.46
7-April-2015,28516.59
8-April-2015,28707.75
9-April-2015,28885.21
10-April-2015,28879.38
13-April-2015,29044.44
15-April-2015,28799.69
16-April-2015,28666.04
17-April-2015,28442.1
20-April-2015,27886.21
21-April-2015,27676.04
22-April-2015,27890.13
23-April-2015,27735.02
24-April-2015,27437.94
27-April-2015,27176.99
28-April-2015,27396.38
29-April-2015,27225.93
30-April-2015,27011.31
4-May-2015,27490.59
5-May-2015,27440.14
6-May-2015,26717.37
7-May-2015,26599.11
8-May-2015,27105.39
11-May-2015,27507.3
12-May-2015,26877.48
13-May-2015,27251.1
14-May-2015,27206.06
15-May-2015,27324
18-May-2015,27687.3
19-May-2015,27645.53
20-May-2015,27837.21
21-May-2015,27809.35
22-May-2015,27957.5
25-May-2015,27643.88
26-May-2015,27531.41
27-May-2015,27564.66
28-May-2015,27506.71
29-May-2015,27828.44
1-June-2015,27848.99
2-June-2015,27188.38
3-June-2015,26837.2
4-June-2015,26813.42
5-June-2015,26768.49
8-June-2015,26523.09
9-June-2015,26481.25
10-June-2015,26840.5
11-June-2015,26370.98
12-June-2015,26425.3
15-June-2015,26586.55
16-June-2015,26686.51
17-June-2015,26832.66
18-June-2015,27115.83
19-June-2015,27316.17
22-June-2015,27730.21
23-June-2015,27804.37
24-June-2015,27729.67
25-June-2015,27895.97
26-June-2015,27811.84
29-June-2015,27645.15
30-June-2015,27780.83
1-July-2015,28020.87
2-July-2015,27945.8
3-July-2015,28092.79
6-July-2015,28208.76
7-July-2015,28171.69
8-July-2015,27687.72
9-July-2015,27573.66
10-July-2015,27661.4
13-July-2015,27961.19
14-July-2015,27932.9
15-July-2015,28198.29
16-July-2015,28446.12
17-July-2015,28463.31
20-July-2015,28420.12
21-July-2015,28182.14
22-July-2015,28504.93
23-July-2015,28370.84
24-July-2015,28112.31
27-July-2015,27561.38
28-July-2015,27459.23
29-July-2015,27563.43
30-July-2015,27705.35
31-July-2015,28114.56
3-August-2015,28187.06
4-August-2015,28071.93
5-August-2015,28223.08
6-August-2015,28298.13
7-August-2015,28236.39
10-August-2015,28101.72
11-August-2015,27866.09
12-August-2015,27512.26
13-August-2015,27549.53
14-August-2015,28067.31
17-August-2015,27878.27
18-August-2015,27831.54
19-August-2015,27931.64
20-August-2015,27607.82
21-August-2015,27366.07
24-August-2015,25741.56
25-August-2015,26032.38
26-August-2015,25714.66
27-August-2015,26231.19
28-August-2015,26392.38
31-August-2015,26283.09
1-September-2015,25696.44
2-September-2015,25453.56
3-September-2015,25764.78
4-September-2015,25201.9
7-September-2015,24893.81
8-September-2015,25317.87
9-September-2015,25719.58
10-September-2015,25622.17
11-September-2015,25610.21
14-September-2015,25856.7
15-September-2015,25705.93
16-September-2015,25963.97
18-September-2015,26218.91
21-September-2015,26192.98
22-September-2015,25651.84
23-September-2015,25822.99
24-September-2015,25863.5
28-September-2015,25616.84
29-September-2015,25778.66
30-September-2015,26154.83
1-October-2015,26220.95
5-October-2015,26785.55
6-October-2015,26932.88
7-October-2015,27035.85
8-October-2015,26845.81
9-October-2015,27079.51
12-October-2015,26904.11
13-October-2015,26846.53
14-October-2015,26779.66
15-October-2015,27010.14
16-October-2015,27214.6
19-October-2015,27364.92
20-October-2015,27306.83
21-October-2015,27287.66
23-October-2015,27470.81
26-October-2015,27361.96
27-October-2015,27253.44
28-October-2015,27039.76
29-October-2015,26838.14
30-October-2015,26656.83
2-November-2015,26559.15
3-November-2015,26590.59
4-November-2015,26552.92
5-November-2015,26304.2
6-November-2015,26265.24
9-November-2015,26121.4
10-November-2015,25743.26
13-November-2015,25610.53
16-November-2015,25760.1
17-November-2015,25864.47
18-November-2015,25482.52
19-November-2015,25841.92
20-November-2015,25868.49
23-November-2015,25819.34
24-November-2015,25775.74
26-November-2015,25958.63
27-November-2015,26128.2
30-November-2015,26145.67
1-December-2015,26169.41
2-December-2015,26117.85
3-December-2015,25886.62
4-December-2015,25638.11
7-December-2015,25530.11
8-December-2015,25310.33
9-December-2015,25036.05
10-December-2015,25252.32
11-December-2015,25044.43
14-December-2015,25150.35
15-December-2015,25320.44
16-December-2015,25494.37
17-December-2015,25803.78
18-December-2015,25519.22
21-December-2015,25735.9
22-December-2015,25590.65
23-December-2015,25850.3
24-December-2015,25838.71
28-December-2015,26034.13
29-December-2015,26079.48
30-December-2015,25960.03
31-December-2015,26117.54
1-January-2016,26160.9
4-January-2016,25623.35
5-January-2016,25580.34
6-January-2016,25406.33
7-January-2016,24851.83
8-January-2016,24934.33
11-January-2016,24825.04
12-January-2016,24682.03
13-January-2016,24854.11
14-January-2016,24772.97
15-January-2016,24455.04
18-January-2016,24188.37
19-January-2016,24479.84
20-January-2016,24062.04
21-January-2016,23962.21
22-January-2016,24435.66
25-January-2016,24485.95
27-January-2016,24492.39
28-January-2016,24469.57
29-January-2016,24870.69
1-February-2016,24824.83
2-February-2016,24539
3-February-2016,24223.32
4-February-2016,24338.43
5-February-2016,24616.97
8-February-2016,24287.42
9-February-2016,24020.98
10-February-2016,23758.9
11-February-2016,22951.83
12-February-2016,22986.12
15-February-2016,23554.12
16-February-2016,23191.97
17-February-2016,23381.87
18-February-2016,23649.22
19-February-2016,23709.15
22-February-2016,23788.79
23-February-2016,23410.18
24-February-2016,23088.93
25-February-2016,22976
26-February-2016,23154.3
29-February-2016,23002
1-March-2016,23779.35
2-March-2016,24242.98
3-March-2016,24606.99
4-March-2016,24646.48
8-March-2016,24659.23
9-March-2016,24793.96
10-March-2016,24623.34
11-March-2016,24717.99
14-March-2016,24804.28
15-March-2016,24551.17
16-March-2016,24682.48
17-March-2016,24677.37
18-March-2016,24952.74
21-March-2016,25285.37
22-March-2016,25330.49
23-March-2016,25337.56
28-March-2016,24966.4
29-March-2016,24900.46
30-March-2016,25338.58
31-March-2016,25341.86
1-April-2016,25269.64
4-April-2016,25399.65
5-April-2016,24883.59
6-April-2016,24900.63
7-April-2016,24685.42
8-April-2016,24673.84
11-April-2016,25022.16
12-April-2016,25145.59
13-April-2016,25626.75
18-April-2016,25816.36
20-April-2016,25844.18
21-April-2016,25880.38
22-April-2016,25838.14
25-April-2016,25678.93
26-April-2016,26007.3
27-April-2016,26064.12
28-April-2016,25603.1
29-April-2016,25606.62
2-May-2016,25436.97
3-May-2016,25229.7
4-May-2016,25101.73
5-May-2016,25262.21
6-May-2016,25228.5
9-May-2016,25688.86
10-May-2016,25772.53
11-May-2016,25597.02
12-May-2016,25790.22
13-May-2016,25489.57
16-May-2016,25653.23
17-May-2016,25773.61
18-May-2016,25704.61
19-May-2016,25399.72
20-May-2016,25301.9
23-May-2016,25230.36
24-May-2016,25305.47
25-May-2016,25881.17
26-May-2016,26366.68
27-May-2016,26653.6
30-May-2016,26725.6
31-May-2016,26667.96
1-June-2016,26713.93
2-June-2016,26843.14
3-June-2016,26843.03
6-June-2016,26777.45
7-June-2016,27009.67
8-June-2016,27020.66
9-June-2016,26763.46
10-June-2016,26635.75
13-June-2016,26396.77
14-June-2016,26395.71
15-June-2016,26726.34
16-June-2016,26525.46
17-June-2016,26625.91
20-June-2016,26866.92
21-June-2016,26812.78
22-June-2016,26765.65
23-June-2016,27002.22
24-June-2016,26397.71
27-June-2016,26402.96
28-June-2016,26524.55
29-June-2016,26740.39
30-June-2016,26999.72
1-July-2016,27144.91
4-July-2016,27278.76
5-July-2016,27166.87
7-July-2016,27201.49
8-July-2016,27126.9
11-July-2016,27626.69
12-July-2016,27808.14
13-July-2016,27815.18
14-July-2016,27942.11
15-July-2016,27836.5
18-July-2016,27746.66
19-July-2016,27787.62
20-July-2016,27915.89
21-July-2016,27710.52
22-July-2016,27803.24
25-July-2016,28095.34
26-July-2016,27976.52
27-July-2016,28024.33
28-July-2016,28208.62
29-July-2016,28051.86
1-August-2016,28003.12
2-August-2016,27981.71
3-August-2016,27697.51
4-August-2016,27714.37
5-August-2016,28078.35
8-August-2016,28182.57
9-August-2016,28085.16
10-August-2016,27774.88
11-August-2016,27859.6
12-August-2016,28152.4
16-August-2016,28064.61
17-August-2016,28005.37
18-August-2016,28123.44
19-August-2016,28077
22-August-2016,27985.54
23-August-2016,27990.21
24-August-2016,28059.94
25-August-2016,27835.91
26-August-2016,27782.25
29-August-2016,27902.66
30-August-2016,28343.01
31-August-2016,28452.17
1-September-2016,28423.48
2-September-2016,28532.11
6-September-2016,28978.02
7-September-2016,28926.36
8-September-2016,29045.28
9-September-2016,28797.25
12-September-2016,28353.54
14-September-2016,28372.23
15-September-2016,28412.89
16-September-2016,28599.03
19-September-2016,28634.5
20-September-2016,28523.2
21-September-2016,28507.42
22-September-2016,28773.13
23-September-2016,28668.22
26-September-2016,28294.28
27-September-2016,28223.7
28-September-2016,28292.81
29-September-2016,27827.53
30-September-2016,27865.96
3-October-2016,28243.29
4-October-2016,28334.55
5-October-2016,28220.98
6-October-2016,28106.21
7-October-2016,28061.14
10-October-2016,28082.34
13-October-2016,27643.11
14-October-2016,27673.6
17-October-2016,27529.97
18-October-2016,28050.88
19-October-2016,27984.37
20-October-2016,28129.84
21-October-2016,28077.18
24-October-2016,28179.08
25-October-2016,28091.42
26-October-2016,27836.51
27-October-2016,27915.9
28-October-2016,27941.51
1-November-2016,27876.61
2-November-2016,27527.22
3-November-2016,27430.28
4-November-2016,27274.15
7-November-2016,27458.99
8-November-2016,27591.14
9-November-2016,27252.53
10-November-2016,27517.68
11-November-2016,26818.82
15-November-2016,26304.63
16-November-2016,26298.69
17-November-2016,26227.62
18-November-2016,26150.24
21-November-2016,25765.14
22-November-2016,25960.78
23-November-2016,26051.81
24-November-2016,25860.17
25-November-2016,26316.34
28-November-2016,26350.17
29-November-2016,26394.01
30-November-2016,26652.81
1-December-2016,26559.92
2-December-2016,26230.66
5-December-2016,26349.1
6-December-2016,26392.76
7-December-2016,26236.87
8-December-2016,26694.28
9-December-2016,26747.18
12-December-2016,26515.24
13-December-2016,26697.82
14-December-2016,26602.84
15-December-2016,26519.07
16-December-2016,26489.56
19-December-2016,26374.7
20-December-2016,26307.98
21-December-2016,26242.38
22-December-2016,25979.6
23-December-2016,26040.7
26-December-2016,25807.1
27-December-2016,26213.44
28-December-2016,26210.68
29-December-2016,26366.15
30-December-2016,26626.46
2-January-2017,26595.45
3-January-2017,26643.24
4-January-2017,26633.13
5-January-2017,26878.24
6-January-2017,26759.23
9-January-2017,26726.55
10-January-2017,26899.56
11-January-2017,27140.41
12-January-2017,27247.16
13-January-2017,27238.06
16-January-2017,27288.17
17-January-2017,27235.66
18-January-2017,27257.64
19-January-2017,27308.6
20-January-2017,27034.5
23-January-2017,27117.34
24-January-2017,27375.58
25-January-2017,27708.14
27-January-2017,27882.46
30-January-2017,27849.56
31-January-2017,27655.96
1-February-2017,28141.64
2-February-2017,28226.61
3-February-2017,28240.52
6-February-2017,28439.28
7-February-2017,28335.16
8-February-2017,28289.92
9-February-2017,28329.7
10-February-2017,28334.25
13-February-2017,28351.62
14-February-2017,28339.31
15-February-2017,28155.56
16-February-2017,28301.27
17-February-2017,28468.75
20-February-2017,28661.58
21-February-2017,28761.59
22-February-2017,28864.71
23-February-2017,28892.97
27-February-2017,28812.88
28-February-2017,28743.32
1-March-2017,28984.49
2-March-2017,28839.79
3-March-2017,28832.45
6-March-2017,29048.19
7-March-2017,28999.56
8-March-2017,28901.94
9-March-2017,28929.13
10-March-2017,28946.23
14-March-2017,29442.63
15-March-2017,29398.11
16-March-2017,29585.85
17-March-2017,29648.99
20-March-2017,29518.74
21-March-2017,29485.45
22-March-2017,29167.68
23-March-2017,29332.16
24-March-2017,29421.4
27-March-2017,29237.15
28-March-2017,29409.52
29-March-2017,29531.43
30-March-2017,29647.42
31-March-2017,29620.5
3-April-2017,29910.22
5-April-2017,29974.24
6-April-2017,29927.34
7-April-2017,29706.61
10-April-2017,29575.74
11-April-2017,29788.35
12-April-2017,29643.48
13-April-2017,29461.45
17-April-2017,29413.66
18-April-2017,29319.1
19-April-2017,29336.57
20-April-2017,29422.39
21-April-2017,29365.3
24-April-2017,29655.84
25-April-2017,29943.24
26-April-2017,30133.35
27-April-2017,30029.74
28-April-2017,29918.4
2-May-2017,29921.18
3-May-2017,29894.8
4-May-2017,30126.21
5-May-2017,29858.8
8-May-2017,29926.15
9-May-2017,29933.25
10-May-2017,30248.17
11-May-2017,30250.98
12-May-2017,30188.15
15-May-2017,30322.12
16-May-2017,30582.6
17-May-2017,30658.77
18-May-2017,30434.79
19-May-2017,30464.92
22-May-2017,30570.97
23-May-2017,30365.25
24-May-2017,30301.64
25-May-2017,30750.03
26-May-2017,31028.21
29-May-2017,31109.28
30-May-2017,31159.4
31-May-2017,31145.8
1-June-2017,31137.59
2-June-2017,31273.29
5-June-2017,31309.49
6-June-2017,31190.56
7-June-2017,31271.28
8-June-2017,31213.36
9-June-2017,31262.06
12-June-2017,31095.7
13-June-2017,31103.49
14-June-2017,31155.91
15-June-2017,31075.73
16-June-2017,31056.4
19-June-2017,31311.57
20-June-2017,31297.53
21-June-2017,31283.64
22-June-2017,31290.74
23-June-2017,31138.21
27-June-2017,30958.25
28-June-2017,30834.32
29-June-2017,30857.52
30-June-2017,30921.61
3-July-2017,31221.62
4-July-2017,31209.79
5-July-2017,31245.56
6-July-2017,31369.34
7-July-2017,31360.63
10-July-2017,31715.64
11-July-2017,31747.09
12-July-2017,31804.82
13-July-2017,32037.38
14-July-2017,32020.75
17-July-2017,32074.78
18-July-2017,31710.99
19-July-2017,31955.35
20-July-2017,31904.4
21-July-2017,32028.89
24-July-2017,32245.87
25-July-2017,32228.27
26-July-2017,32382.46
27-July-2017,32383.3
28-July-2017,32309.88
31-July-2017,32514.94
1-August-2017,32575.17
2-August-2017,32476.74
3-August-2017,32237.88
4-August-2017,32325.41
7-August-2017,32273.67
8-August-2017,32014.19
9-August-2017,31797.84
10-August-2017,31531.33
11-August-2017,31213.59
14-August-2017,31449.03
16-August-2017,31770.89
17-August-2017,31795.46
18-August-2017,31524.68
21-August-2017,31258.85
22-August-2017,31291.85
23-August-2017,31568.01
24-August-2017,31596.06
28-August-2017,31750.82
29-August-2017,31388.39
30-August-2017,31646.46
31-August-2017,31730.49
1-September-2017,31892.23
4-September-2017,31702.25
5-September-2017,31809.55
6-September-2017,31661.97
7-September-2017,31662.74
8-September-2017,31687.52
11-September-2017,31882.16
12-September-2017,32158.66
13-September-2017,32186.41
14-September-2017,32241.93
15-September-2017,32272.61
18-September-2017,32423.76
19-September-2017,32402.37
20-September-2017,32400.51
21-September-2017,32370.04
22-September-2017,31922.44
25-September-2017,31626.63
26-September-2017,31599.76
27-September-2017,31159.81
28-September-2017,31282.48
29-September-2017,31283.72
3-October-2017,31497.38
4-October-2017,31671.71
5-October-2017,31592.03
6-October-2017,31814.22
9-October-2017,31846.89
10-October-2017,31924.41
11-October-2017,31833.99
12-October-2017,32182.22
13-October-2017,32432.69
16-October-2017,32633.64
17-October-2017,32609.16
18-October-2017,32584.35
19-October-2017,32389.96
23-October-2017,32506.72
24-October-2017,32607.34
25-October-2017,33042.5
26-October-2017,33147.13
27-October-2017,33157.22
30-October-2017,33266.16
31-October-2017,33213.13
1-November-2017,33600.27
2-November-2017,33573.22
3-November-2017,33685.56
6-November-2017,33731.19
7-November-2017,33370.76
8-November-2017,33218.81
9-November-2017,33250.93
10-November-2017,33314.56
13-November-2017,33033.56
14-November-2017,32941.87
15-November-2017,32760.44
16-November-2017,33106.82
17-November-2017,33342.8
20-November-2017,33359.9
21-November-2017,33478.35
22-November-2017,33561.55
23-November-2017,33588.08
24-November-2017,33679.24
27-November-2017,33724.44
28-November-2017,33618.59
29-November-2017,33602.76
30-November-2017,33149.35
1-December-2017,32832.94
4-December-2017,32869.72
5-December-2017,32802.44
6-December-2017,32597.18
7-December-2017,32949.21
8-December-2017,33250.3
11-December-2017,33455.79
12-December-2017,33227.99
13-December-2017,33053.04
14-December-2017,33246.7
15-December-2017,33462.97
18-December-2017,33601.68
19-December-2017,33836.74
20-December-2017,33777.38
21-December-2017,33756.28
22-December-2017,33940.3
26-December-2017,34010.61
27-December-2017,33911.81
28-December-2017,33848.03
29-December-2017,34056.83
1-January-2018,33812.75
2-January-2018,33812.26
3-January-2018,33793.38
4-January-2018,33969.64
5-January-2018,34153.85
8-January-2018,34352.79
9-January-2018,34443.19
10-January-2018,34433.07
11-January-2018,34503.49
12-January-2018,34592.39
15-January-2018,34843.51
16-January-2018,34771.05
17-January-2018,35081.82
18-January-2018,35260.29
19-January-2018,35511.58
22-January-2018,35798.01
23-January-2018,36139.98
24-January-2018,36161.64
25-January-2018,36050.44
29-January-2018,36283.25
30-January-2018,36033.73
31-January-2018,35965.02
1-February-2018,35906.66
2-February-2018,35066.75
5-February-2018,34757.16
6-February-2018,34195.94
7-February-2018,34082.71
8-February-2018,34413.16
9-February-2018,34005.76
12-February-2018,34300.47
14-February-2018,34155.95
15-February-2018,34297.47
16-February-2018,34010.76
19-February-2018,33774.66
20-February-2018,33703.59
21-February-2018,33844.86
22-February-2018,33819.5
23-February-2018,34142.15
26-February-2018,34445.75
27-February-2018,34346.39
28-February-2018,34184.04
1-March-2018,34046.94
5-March-2018,33746.78
6-March-2018,33317.2
7-March-2018,33033.09
8-March-2018,33351.57
9-March-2018,33307.14
12-March-2018,33917.94
13-March-2018,33856.78
14-March-2018,33835.74
15-March-2018,33685.54
16-March-2018,33176
19-March-2018,32923.12
20-March-2018,32996.76
21-March-2018,33136.18
22-March-2018,33006.27
23-March-2018,32596.54
26-March-2018,33066.41
27-March-2018,33174.39
28-March-2018,32968.68
2-April-2018,33255.36
3-April-2018,33370.63
4-April-2018,33019.07
5-April-2018,33596.8
6-April-2018,33626.97
9-April-2018,33788.54
10-April-2018,33880.25
11-April-2018,33940.44
12-April-2018,34101.13
13-April-2018,34192.65
16-April-2018,34305.43
17-April-2018,34395.06
18-April-2018,34331.68
19-April-2018,34427.29
20-April-2018,34415.58
23-April-2018,34450.77
24-April-2018,34616.64
25-April-2018,34501.27
26-April-2018,34713.6
27-April-2018,34969.7
30-April-2018,35160.36
2-May-2018,35176.42
3-May-2018,35103.14
4-May-2018,34915.38
7-May-2018,35208.14
8-May-2018,35216.32
9-May-2018,35319.35
10-May-2018,35246.27
11-May-2018,35535.79
14-May-2018,35556.71
15-May-2018,35543.94
16-May-2018,35387.88
17-May-2018,35149.12
18-May-2018,34848.3
21-May-2018,34616.13
22-May-2018,34651.24
23-May-2018,34344.91
24-May-2018,34663.11
25-May-2018,34924.87
28-May-2018,35165.48
29-May-2018,34949.24
30-May-2018,34906.11
31-May-2018,35322.38
1-June-2018,35227.26
4-June-2018,35011.89
5-June-2018,34903.21
6-June-2018,35178.88
7-June-2018,35463.08
8-June-2018,35443.67
11-June-2018,35483.47
12-June-2018,35692.52
13-June-2018,35739.16
14-June-2018,35599.82
15-June-2018,35622.14
18-June-2018,35548.26
19-June-2018,35286.74
20-June-2018,35547.33
21-June-2018,35432.39
22-June-2018,35689.6
25-June-2018,35470.35
26-June-2018,35490.04
27-June-2018,35217.11
28-June-2018,35037.64
29-June-2018,35423.48
2-July-2018,35264.41
3-July-2018,35378.6
4-July-2018,35645.4
5-July-2018,35574.55
6-July-2018,35657.86
9-July-2018,35934.72
10-July-2018,36239.62
11-July-2018,36265.93
12-July-2018,36548.41
13-July-2018,36541.63
16-July-2018,36323.77
17-July-2018,36519.96
18-July-2018,36373.44
19-July-2018,36351.23
20-July-2018,36496.37
23-July-2018,36718.6
24-July-2018,36825.1
25-July-2018,36858.23
26-July-2018,36984.64
27-July-2018,37336.85
30-July-2018,37494.4
31-July-2018,37606.58
1-August-2018,37521.62
2-August-2018,37165.16
3-August-2018,37556.16
6-August-2018,37691.89
7-August-2018,37665.8
8-August-2018,37887.56
9-August-2018,38024.37
10-August-2018,37869.23
13-August-2018,37644.9
14-August-2018,37852
16-August-2018,37663.56
17-August-2018,37947.88
20-August-2018,38278.75
21-August-2018,38285.75
23-August-2018,38336.76
24-August-2018,38251.8
27-August-2018,38694.11
28-August-2018,38896.63
29-August-2018,38722.93
30-August-2018,38690.1
31-August-2018,38645.07
3-September-2018,38312.52
4-September-2018,38157.92
5-September-2018,38018.31
6-September-2018,38242.81
7-September-2018,38389.82
10-September-2018,37922.17
11-September-2018,37413.13
12-September-2018,37717.96
14-September-2018,38090.64
17-September-2018,37585.51
18-September-2018,37290.67
19-September-2018,37121.22
21-September-2018,36841.6
24-September-2018,36305.02
25-September-2018,36652.06
26-September-2018,36542.27
